Name,Location,Brand,Gender,      Age,Reviews
Rylee Farrant,Harnai,LG,Male,55,Absolut super!
Abdul Neville,Oakham,Samsung,Female,58,Zum ersten Mal ein Spiegen Schutzglas verwendet
Tony Campbell,Sanzeno,LG,Female,60,Jbl
Regina Uddin,Metairie,HP,Male,60,Perfect Sound!! Perfect Design!! Pefect JBL!!
Dorothy Turner,Cervino,HP,Male,57,Good quality earphones
Nicholas Blackburn,Bournemouth,HP,Female,52,Qualité et fiabilité
Ilona Yang,Kadiyivka,Microsoft,Male,60,ottimo prodotto
Chuck Brett,Bastia,Amazon,Female,53,Sehr robust/Selten Probleme mit der Eingabe
Gladys Archer,Jammu,Microsoft,Male,52,Boss is not too good
Daniel Fenton,Mandasor,LG,Female,58,Good
Paige Tyler,San Giovanni Lipioni,Dell,Female,57,awsm
Leroy Cann,Hunan,Microsoft,Male,51,Jb isl best
Mara Radcliffe,Town of Yarmouth,Apple,Male,57,Great product
Emerald Robertson,Dandenong,Sony,Female,51,Good
Denis Beal,Chernivtsi,LG,Female,56,Awesome product. Worth of money
Boris Pearson,Albi,Microsoft,Male,55,Excellent product
Enoch Ebden,Shillong,Samsung,Male,56,Great product
Robyn Torres,Ivano-Frankivsk,Amazon,Female,54,Excellent Quality
Brooklyn Poulton,Whitehorse,Samsung,Male,51,A good product
Roger Bishop,Henan,Apple,Female,58,Works awesome and charge the device quickly.
Valerie Ianson,Norman,LG,Male,58,Durable and Sturdy
Boris Barclay,Oyen,HP,Male,55,Good quality.
Emma Shea,Kurram Agency,Microsoft,Male,57,Tough cable fast charging upto 2.4 amp supported
Cedrick Chester,Tibet,Amazon,Female,52,Best of the best!!!!
Eden Sheldon,Tredegar,Sony,Male,58,supporting fast charging  ...
Logan Rodwell,Bannu,LG,Male,52,Awesome One!!
Cadence Mcguire,Kohima,HP,Female,60,Nice product for this price
Rosalie Rainford,Konotop,Samsung,Female,24,Good
Freya Curtis,Orlando,HP,Female,27,Best
Mona Hill,Wick,HP,Female,18,Battery draining soon
Sebastian Farrant,Port Augusta,LG,Male,30,Nice gadget
Anthony Fox,Neelum Valley,Samsung,Female,26,Good experience of boAt rockerz 255
Carolyn Farrow,Kitsman,HP,Female,29,Good product
Isabella Samuel,Colmar,LG,Male,28,Best earphone in this price
Nathan Chapman,Heilongjiang,Microsoft,Male,24,Nice features as shown in description
Josh Weasley,Aizwal,HP,Female,18,"Good GPS, not worth the price."
Raquel Keys,Henan,Dell,Female,26,Nice purchase
Aeris James,Woking,Amazon,Female,18,Mobile app is worst
Claire Lynch,Darwin,HP,Male,19,Fantastic
Shay Gray,Saint-Louis,Samsung,Female,18,Smart product
Diane Palmer,Stratford,LG,Male,28,Nice & Valuable product
Leroy Wellington,Bevagna,Apple,Female,26,Awesome 😎 Watch... I’m loving it😃
Clint Neal,Newton Stewart,Apple,Male,28,Safety cases not there in market
Lillian Sherry,Astore,Amazon,Male,23,Great buying..
Bryce Samuel,Vertou,Dell,Female,22,Generally Good.
Abdul Lewin,Draguignan,Sony,Female,29,Sturdy cable
David Griffiths,Uman,Dell,Female,23,Great
Hank Groves,Launceston,LG,Female,39,Good
Bart Vass,Villafranca in Lunigiana,LG,Male,38,Best decision ever
Ronald John,Strasbourg,LG,Female,34,Had no problem out of it
Alexander Hall,Shikarpur,Sony,Male,33,"Basic Cable, Works"
Nicole Talbot,Mathura,Amazon,Male,35,Save $$$ With Good After-Market Cable
Ramon Herbert,Mukachevo,Sony,Male,32,good cable
Camellia Judd,Wood Buffalo,HP,Male,32,This product is fully functional
Alison Yoman,Canberra,HP,Female,34,Sturdy.
Regina Phillips,Ajaccio,HP,Male,40,5.6
Selena Clifton,Skardu,Sony,Female,36,Boult audio bass buds X1
Harvey Duvall,South Dum Dum,Dell,Female,36,Amazing earphone
Rufus Judd,Rezé,LG,Female,34,Boult awesome earphones
Vivian Craig,Eckville,HP,Female,40,Decent buy...
Brooklyn Young,Melbourne,Dell,Female,35,Steal for 1K
Marina Bailey,Cardigan,Microsoft,Female,31,Good headset
Katelyn Broomfield,Rochester,Sony,Female,34,Good
Jade Evans,Kansas City,Sony,Male,34,Amazing 👌
William Fleming,Banbury,LG,Female,34,Boult X1 Bass buds
Doug Ross,Panjim,Samsung,Male,38,Awesome product for small people.  Excellent experience
John Robe,Liaoning,LG,Female,37,Good phone
Sasha Avery,Sotteville-lès-Rouen,Sony,Female,37,Value for money
Piper Utterson,Lloydminster,LG,Female,33,Nice
Alexander Richards,Nova Kakhovka,Apple,Male,35,Camera not good
Rufus Janes,Omaha,Sony,Male,30,REDMI office tool
Fred Cameron,Prince Albert,Sony,Male,39,Ok
Boris Johnson,Joué-lès-Tours,Microsoft,Female,34,Budgeted phone
Jane Potter,Macau,HP,Female,40,Worth at this price
Aurelia Clifton,Bonavista,Apple,Male,37,Touch screen
Chuck Healy,Raipur,Amazon,Female,39,🌪🌪🔥🔥
Kurt Oswald,Campomarino,HP,Male,33,Nice
Elise Avery,Adelaide,LG,Female,31,Super phone
Johnathan Aldridge,Vehari,LG,Female,37,Nice mobile
Eryn Owen,Pradamano,HP,Male,31,Nyc
Leah Clarkson,Poltava,Dell,Female,35,Very nice.
Angelica Sanchez,Shanxi,Dell,Male,30,Super Mobile very good fast work battery very nice surprise redmi gift
Oliver Richardson,Davenport,Dell,Male,36,Gud
Fiona Kelly,Hainan,Microsoft,Male,37,ग्रेट
Logan Drew,Estevan,Dell,Female,32,mallu
Bryon Crawford,Lalbahadur Nagar,Samsung,Female,30,Wrost service from amazon.
Harvey Archer,Bruderheim,Amazon,Female,37,Nice
Jessica Gates,Mango,Dell,Female,39,Really awesome product
Hanna Quinnell,Pessac,Amazon,Female,37,Must buy-best part- Can connect two device at a time
Fred Utterson,Liaoning,Sony,Female,30,Go for it
Boris Jarvis,Worksop,Amazon,Male,38,Awesome product..Go for it
Hadley Vernon,Watson Lake,Amazon,Male,31,Fully satisfied
Tyler Butler,Palmerston,Microsoft,Male,32,Case payment done but balance display in my Amazon account.n my
Clint Becker,Buner,Dell,Male,32,Excellent Performance...
Paige Radley,Jilin,Microsoft,Male,35,Left earbud not working after 6 months
Leroy Needham,Bellevue,HP,Male,36,Satisfied Buy
Elle Thornton,Delhi,LG,Male,40,Good
Aiden Styles,Tibet,Sony,Male,32,Better than iPhone charger
Johnny Needham,New Orleans,LG,Female,33,Good quality and value for money
Caleb Coll,Kohima,Microsoft,Male,33,Nope complains
Jack Douglas,Shaanxi,HP,Male,38,Strong iPhone cable
Laila Flanders,Knighton,Sony,Female,34,Good option
Ema Villiger,Charters Towers,Sony,Female,32,Good one
Irene Blackburn,Hexham,LG,Male,31,Charging cable
Nate Redfern,West Jordan,LG,Male,33,Perfect
Abdul Reyes,Galashiels,LG,Female,39,Value for money
Logan Allcott,Haveli,LG,Male,30,Beast
Andie Roscoe,Wyoming,HP,Female,37,Aswome
Domenic Taylor,Imphal,Samsung,Female,30,Way to go Wayona !!!
Valentina Boyle,Burntisland,Sony,Female,37,Value for money
Carter Leigh,Battagram,Amazon,Female,38,Type-C cable
Candice Webster,Limoges,Amazon,Male,35,Very good charging cable
Ethan Butler,Shillong,Sony,Male,38,Awesome
Marissa Bentley,Minneapolis,LG,Female,34,You can go for it
Mackenzie Allington,Canberra,Amazon,Female,32,Type C Fastcharging
Judith Bryson,Shimla,LG,Male,40,Best Product in this price
Rufus Garner,White Rock,HP,Male,35,Comfortable experience.
Emma Widdows,Ballarat,LG,Female,39,Good buy
Vanessa Wood,Kasur,Sony,Male,38,super
Martin Neville,Stonewall,LG,Female,31,Sound and bass quality and noise cancellation
Henry Lucas,Rohtak,Samsung,Male,40,Nice to chose.
Maria Clark,Assiniboia,Amazon,Male,36,Very good sound quality and built quality...
Greta Lynn,Cessnock,Apple,Male,33,Sound quality good
Barney Rogers,Kremenchuk,HP,Female,31,"Sounds quality,costly look🥰🥰🥰"
Tyson Armstrong,Aizwal,LG,Male,39,Average Quality
Caitlyn Slater,Nagaon,HP,Male,39,Best  neckband in this price.
Rae Pearson,Bodmin,Apple,Female,38,best around the price range
Caleb Andrews,Charleville-Mézières,Microsoft,Female,39,Worthy for the money spent
Clarissa Robe,Halifax,LG,Female,30,Best wireless ever purchased
Nicholas Knight,Jacobabad,Microsoft,Female,30,Good product 👌👌
Emery Pearce,Monmouth,LG,Male,32,Feedback
Bryce Jarvis,Nizhyn,Amazon,Female,38,Sound quality is geed but earpiece wires stiffness is creat problem
Ramon Gray,Canberra,Sony,Female,34,Too good
Johnny Hood,Shimla,Dell,Male,34,Noise
Robyn Wood,Melton,Amazon,Male,40,Worst...
Darlene Owen,Bala,Sony,Female,38,Great product
Anais Robinson,Bastia,Microsoft,Female,33,Strong
Erica Watson,Redcliffe,Dell,Female,40,Good cable
Natalie Cameron,Wabamun,Amazon,Male,35,Excellent
Camden Quinton,Agartala,Dell,Female,33,Good product
Daphne Jeffery,Devonport,Samsung,Male,37,Long Lasting!
Michael Baxter,Croydon,Microsoft,Female,33,Sturdy lead
Janice Wood,Chalon-sur-Saône,Dell,Male,39,Five Stars
Jack Jackson,Guangxi,Microsoft,Male,34,Massive upgrade
George Brennan,Horsham,HP,Female,37,Best lead I've tried to date
Denny Emerson,Santo Stefano del Sole,Amazon,Female,31,overwhelmed
Nate Butler,Newbury,Dell,Female,33,Awesome
Kurt Roberts,Shigar,Dell,Female,32,Good product. Easy to install
Makenzie Wise,Dalbeattie,Sony,Male,30,Good
Javier Neal,Winnipeg,Amazon,Female,31,Nice product
Luke Ellis,Tampa,Amazon,Male,34,"best glass, smooth"
Kendra Ralph,Baricella,Dell,Male,40,Good quality and customer service
Ronald Owen,Silvassa,HP,Male,38,Good product
Eduardo Mcgee,Southwell,Sony,Male,37,IPhone 7 Tempered Glass
Colleen Mould,Khuzdar,Microsoft,Female,30,Worthy
Elijah Wilkinson,Stratford,HP,Male,37,Nice watch
Benny Gordon,Neelum Valley,Amazon,Female,35,Charger required
Robyn Thatcher,Palakkad,Sony,Female,38,Average watch
Peter Judd,Tulsa,Amazon,Female,35,Best
Teagan Roberts,Jaipur,Microsoft,Female,35,This is a gud watch
Maya Burge,Cape Breton Island,Apple,Female,38,Spo2
Elle Wade,Carcassonne,LG,Female,37,It is like a apple watch
Leilani Richards,Dehradun,LG,Female,33,Nice
Taylor Janes,Khuzdar,Microsoft,Male,32,complain regarding packing of watch.
George Redden,Kharmang,Dell,Female,31,Good watch
Catherine Hall,Glendale,Apple,Male,32,Excellent
Barry Hunt,Uzhhorod,LG,Female,30,Good
Samantha Ross,Palanzano,Microsoft,Female,34,Noise x5
Boris Becker,Mahbubnagar,Sony,Female,32,Noise 👍
Rocco Turner,Saint-Malo,Apple,Male,35,Noise shots
Miriam Ashwell,Sotteville-lès-Rouen,Amazon,Male,38,Its a good product of this kind of range.
Rick Wood,Colorado Springs,HP,Male,39,Excellent product
Belinda Pickard,Glastonbury,Dell,Female,38,Great product
Gabriel Allen,Helena,Sony,Female,37,Noise name work like name
Julius Lynch,Sumy,Sony,Male,32,Absolutely love it!
Gloria Vaughan,Chandigarh,Amazon,Female,35,The sound quality is just perfect.
Carolyn Ingram,North Waziristan,Sony,Male,39,Overall Good
Jacqueline Wilton,Hattian Bala,HP,Female,36,Price Worthy
Javier Shaw,Nizhyn,HP,Female,37,Nice
Mackenzie Nayler,Guizhou,LG,Male,39,good ans sturdy
Jolene Parr,Tillicoultry,HP,Female,38,Used product
Daron Lucas,Dieppe,HP,Male,30,Recommended
Elle Emmett,Khyber Agency,Microsoft,Male,38,Excellent product
Sara Allwood,Carcassonne,LG,Male,35,Best Headphones in the price range
Alan Butler,Edmundston,Samsung,Female,38,Full Paisa Vasool
Janice Rust,North Waziristan,LG,Female,38,Very good product
Daron Edley,Liaoning,Sony,Female,31,Good
Evie Boyle,Muzaffargarh,LG,Female,33,Awesome Product. Must Buy product
Valerie Drake,Khanewal,Dell,Female,36,Strong Durable looks tough and top notch
Tara Bradshaw,Rawalakot,Samsung,Female,37,Good one
Parker Morgan,Kharmang,Microsoft,Male,39,Must buy
Bristol Steer,Whitehorse,Samsung,Male,34,Excellant product
Matthew Martin,Launceston,Dell,Male,33,Truly rugged but slow charging ..dissapointed
Cassidy Huggins,Neelum Valley,Sony,Male,31,Looks rugged
Luke Kelly,Guizhou,Amazon,Male,37,Excellent
Ema Lewis,Palmerston,LG,Male,34,Worth it ....Just go for it. !!
Brooklyn Hunt,Sydney,Amazon,Male,34,songs and call quality
Percy Stubbs,Stirling,Sony,Male,37,It's getting hanged
Mike Gordon,Zhytomyr,Dell,Female,39,Camera rectification required
Stella Gilmour,Darwin,Sony,Male,36,Worst set ever
Anthony James,Bloomington,Apple,Male,31,Phone stopped working in 3months
Faith Long,Kitsman,HP,Female,37,I'm providing some cons about phone
Louise Upton,Gosnells,Dell,Female,35,Not recommended to buy.
Rocco Fox,Lloydminster,Microsoft,Male,39,Product with broken screen and amaozn failed to replace.
Gil Neville,Watson Lake,LG,Male,34,Not worth it
Johnny Dowson,Kalush,Microsoft,Female,37,Worst sound system
Erick Janes,Aurillac,Sony,Male,33,Ear phone Review
Bryce Carter,Saint John,Amazon,Female,32,Waste of money
Erick Smith,Melitopol,Amazon,Male,32,Cheep quality product.
Rihanna Overson,Kanpur,Dell,Male,30,ONE SIDE STOPPED WORKING AFTER A MONTH
Clint Evans,Chervonohrad,Dell,Female,30,Not worth if quality is compromised.
Johnathan Mcneill,Saint-Louis,Samsung,Male,40,Bad quality
Regina Noach,Bicinicco,LG,Male,31,Bass not good...too basic
Amy Douglas,Pavone del Mella,Amazon,Female,38,Poor quality
Carl Uttley,Heilongjiang,Dell,Male,35,Worst product
Tony Bell,Hong Kong,Sony,Female,39,Choose other options in this range
Bart Yang,Spaniard's Bay,Samsung,Female,36,Average
Julian Silva,Dehradun,LG,Male,37,display and moblie nery hard problem this phone.
Jackeline Eastwood,Fujian,Amazon,Male,31,Fas Gaya Phone Lekar
Vicky James,Fremantle,Apple,Male,32,Camera quality is very bad & blur & ph  model is not displaying in exchange option
Oliver Davies,Dundee,Dell,Female,33,worst product on amazon
Lucas Ellis,Altidona,LG,Female,40,Again bill missing in package
Chadwick Mcgregor,Odessa,Sony,Male,36,Redmi note 9 front camera worst quality
Bart Coates,Romford,Amazon,Male,37,Amazone is Good fast delivery. But mobile is very bad
Juliet Rodgers,Saint-Sébastien-sur-Loire,LG,Male,31,Loss of Trust
Maya Atkinson,St. Neots,Dell,Male,32,DISAPPOINTED
Jaylene Jackson,Kidderminster,Amazon,Male,31,Worst
Chris Truscott,Melton,Sony,Male,35,Poor built in quality
Chadwick Slater,Mohmand Agency,LG,Female,40,Started facing problems after 4 months
Maya Graham,Milton Keynes,HP,Male,30,JBL C50HI
Mara Saunders,Arviat,HP,Female,31,Universal button not working
Caleb Miller,Ururi,LG,Male,30,Ok Ok
Mason Garcia,Darwin,HP,Male,37,Waste of money
Melinda Evans,Zaporizhzhia,Dell,Female,36,Good for the price.
Carter Walsh,Chernihiv,Samsung,Female,40,"this earphone quality is low, so I am not satisfy for JBL brand"
Analise Rose,Lisieux,Sony,Female,30,Bad
Sloane Jones,Rohtak,Microsoft,Male,32,Poor quality
Felicity Bryant,Socchieve,Microsoft,Female,32,Cute earbuds
Marvin Farrow,Rezé,Sony,Female,32,Waste quality
Martin Quinnell,Skardu,HP,Male,35,Average
Ethan Wilcox,Silvassa,Microsoft,Female,33,Don't buy it.
Alexander Reese,Gladstone,Sony,Male,33,"The product stopped working after two weeks, they sent a refurbished in the name of offers."
Fred Henderson,Beijing,Dell,Female,35,Nice earphones ..value for money
Dani Addis,Lochranza,Amazon,Female,34,Ok
Luna Ring,Lanester,HP,Female,31,It's not value for money.
Lana Andrews,Liaoning,Microsoft,Female,30,Comparison review
Drew Tailor,Port Blair,HP,Female,32,"Made in china, and worst in quality."
Claire Farrant,Papasidero,LG,Female,39,Didn't meet the expectations for the price
Josh John,Eluru,Sony,Male,38,Good performance
Jack Gray,Charlottetown,Amazon,Female,34,Default product
Gemma Upton,Cardiff,HP,Female,33,Dont buy this
Brad Anderson,Brandon,Samsung,Female,35,Fake product?
Percy Niles,Bulzi,Dell,Female,32,don't buy this worst product....
Deborah Allen,Jilin,Sony,Female,32,Don't waste ur money.
John Windsor,Zaporizhzhia,LG,Female,34,Feature changed
Rosie Bolton,La Rochelle,Microsoft,Male,40,"Expected to be good one, some how like china product after usage of few days review"
Tyler Knight,Saintes,Sony,Male,36,Not worth
Jack Thomson,Hainan,Dell,Female,36,Stopped working
Liliana Shields,Shivapuri,Sony,Male,34,Poor range
Britney Wilkinson,Coleville Lake,LG,Male,40,Not getting Charged
Luna Wright,Pescopagano,LG,Female,35,sound quality good but problem in battery
Eve Davies,Inner Mongolia,HP,Female,31,mic is not good. useful for listening
Lexi Adams,Launceston,Dell,Male,34,Major Problem
Tom Curtis,Albany,HP,Female,34,Decent product but needs few improvements
Josh Dixon,Lasbela,Amazon,Female,34,Good sound quality but durability not good
Chadwick Johnson,Sunderland,Sony,Female,38,Average
Tom Bolton,Watson Lake,LG,Male,37,Just a bad experience on phone call.....mic problem
Susan Martin,Dibrugarh,Sony,Female,37,Battery Capacity Very Low
Clint Ellery,Annapolis Royal,LG,Male,33,Not worth the money
Kurt Lewin,Pomarolo,LG,Female,35,Item is  not  good
Nate Collins,Lutsel K'e,Apple,Male,30,Ok! Product
Matt King,Strathcona County,HP,Male,39,The usb is not that's size of earphones case
Christy Connell,Baton Rouge,Amazon,Female,34,Cheap quality look
Phillip Morley,Maple Creek,Sony,Female,40,Better
Alan Wright,North Waziristan,HP,Female,37,Bad
Gil Pearce,Lacombe,Microsoft,Male,39,Not good
Quinn Parr,Shaanxi,Samsung,Male,33,Want to return it back
Freya Swift,Parramatta,HP,Female,31,I have to speak louder than usual when I talk on phone
Bernadette Haines,Alix,Microsoft,Male,37,Not good
Mark Palmer,Hainan,HP,Female,31,Bad product
Owen Bradshaw,Montecarotto,Dell,Female,35,worst product sold with less price
Bree Varley,Bakhmut,Sony,Male,30,50 50
Freya Kerr,Mariupol,HP,Female,36,Good
Jasmine Fowler,Kollam,Sony,Male,37,"On call Voice is very low, cant hear voice of the caller,. And it hurts while in ear."
Angela Nanton,Sacramento,Dell,Male,32,"Wrost product , after one month this product is not working."
Marvin Evans,Hattian Bala,HP,Female,30,Waste earphones I never saw this kind of earphones after using 1 month
Anabel Yang,Itanagar,Amazon,Female,37,Bad
Maddison Donnelly,La Magdeleine,Dell,Male,39,Low quality product i received
Chester Grady,Watson Lake,Samsung,Female,37,No warranty written
Elise Wooldridge,Tranent,Dell,Female,30,Sound quality was too bad
Nate Squire,Newbury,LG,Male,38,Pathetic
Danielle Grant,Latronico,Microsoft,Female,31,Sound is too laude
Luke Jones,Campolieto,LG,Female,32,Not good as earphones
Bart Weldon,Aizwal,Dell,Male,32,Bad experience
Manuel Faulkner,Kryvyi Rih,Sony,Male,35,it will not last long
Matthew Cox,Jhelum,Amazon,Male,36,Mouthpiece too low.
Johnathan Widdows,Karachi,LG,Female,40,Mic has a problem and warranty issue
Rick Baker,Launceston,Sony,Female,32,Decent. Dont expect more.Good value for 399.
Bart Garner,Haridwar,Apple,Female,33,Average to Good
Bristol Garcia,Mount Pearl,Microsoft,Female,33,Stopped working after 4 Months
Joy Needham,Kollam,Amazon,Female,38,Very bad and disappointed
Ivette Quinton,Khairpur,Microsoft,Male,34,Pay a bit more and try to buy a good earphones
Luna Lindop,Imphal,Dell,Male,32,Very bad
Henry Reese,Dhanbad,Sony,Female,31,Very bad experience
Amy Tennant,Fishguard,Microsoft,Female,33,NOT A QUALITY PRODUCT!!!
Mabel Graves,Shanghai,HP,Female,39,Very ashamful using this device....
Tom Robinson,Barrhead,Microsoft,Male,30,Touch issue
Brooklyn Fowler,Reims,Sony,Male,37,"Not recommended to buy this mobile due to poor sound quality, touch screen slow, display issues"
Johnathan Collingwood,Strasbourg,HP,Male,30,This is the worst phone Please don't buy it.
Tara Morgan,Oleksandriia,Dell,Female,37,Display and touch issue with the phone
Anthony Pitt,Eugene,LG,Male,38,Camera and design
Vicky Eaton,Sunderland,HP,Male,35,Worst battery life.
Dakota Overson,Cairns,Sony,Female,38,Worst product
Grace Goldsmith,Isola del Gran Sasso d'Italia,Amazon,Female,34,Over hyped phone.Average phone
Trisha Myatt,Pratovecchio,Microsoft,Female,32,Phone with worst interface
